date,product_name,day_of_week,season_encoded,previous_sales,quantity_sold
2025-10-15,Buffalo Milk,2,3,5294,5253
2025-10-16,Buffalo Milk,3,3,5253,4838
2025-10-17,Buffalo Milk,4,3,4838,5141
2025-10-18,Buffalo Milk,5,3,5141,4812
2025-10-19,Buffalo Milk,6,3,4812,5100
2025-10-20,Buffalo Milk,0,3,5100,5390
2025-10-21,Buffalo Milk,1,3,5390,5501
2025-10-22,Buffalo Milk,2,3,5501,5514
2025-10-23,Buffalo Milk,3,3,5514,5679
2025-10-24,Buffalo Milk,4,3,5679,5989
2025-10-25,Buffalo Milk,5,3,5989,6224
2025-10-26,Buffalo Milk,6,3,6224,6476
2025-10-27,Buffalo Milk,0,3,6476,7020
2025-10-28,Buffalo Milk,1,3,7020,6720
2025-10-29,Buffalo Milk,2,3,6720,7306
2025-10-30,Buffalo Milk,3,3,7306,7761
2025-10-31,Buffalo Milk,4,3,7761,7734
2025-11-01,Buffalo Milk,5,3,7734,7563
2025-11-02,Buffalo Milk,6,3,7563,8305
2025-11-03,Buffalo Milk,0,3,8305,7607
2025-11-04,Buffalo Milk,1,3,7607,6866
2025-11-05,Buffalo Milk,2,3,6866,6577
2025-11-06,Buffalo Milk,3,3,6577,6051
2025-11-07,Buffalo Milk,4,3,6051,5581
2025-11-08,Buffalo Milk,5,3,5581,5494
2025-11-09,Buffalo Milk,6,3,5494,4963
2025-11-10,Buffalo Milk,0,3,4963,4923
2025-11-11,Buffalo Milk,1,3,4923,4727
2025-11-12,Buffalo Milk,2,3,4727,4566
2025-11-13,Buffalo Milk,3,3,4566,4553
2025-11-14,Buffalo Milk,4,3,4553,4253
2025-11-15,Buffalo Milk,5,3,4253,4397
2025-11-16,Buffalo Milk,6,3,4397,4042
2025-11-17,Buffalo Milk,0,3,4042,4299
2025-11-18,Buffalo Milk,1,3,4299,4279
2025-11-19,Buffalo Milk,2,3,4279,4111
2025-11-20,Buffalo Milk,3,3,4111,4190
2025-11-21,Buffalo Milk,4,3,4190,4162
2025-11-22,Buffalo Milk,5,3,4162,3780
2025-11-23,Buffalo Milk,6,3,3780,4000
2025-11-24,Buffalo Milk,0,3,4000,3727
2025-11-25,Buffalo Milk,1,3,3727,3753
2025-11-26,Buffalo Milk,2,3,3753,4100
2025-11-27,Buffalo Milk,3,3,4100,4027
2025-11-28,Buffalo Milk,4,3,4027,3912
2025-11-29,Buffalo Milk,5,3,3912,3682
2025-11-30,Buffalo Milk,6,3,3682,4063
2025-12-01,Buffalo Milk,0,0,4063,3900
2025-12-02,Buffalo Milk,1,0,3900,3527
2025-12-03,Buffalo Milk,2,0,3527,3385
2025-12-04,Buffalo Milk,3,0,3385,3565
2025-12-05,Buffalo Milk,4,0,3565,3721
2025-12-06,Buffalo Milk,5,0,3721,3699
2025-12-07,Buffalo Milk,6,0,3699,3579
2025-12-08,Buffalo Milk,0,0,3579,3245
2025-12-09,Buffalo Milk,1,0,3245,2969
2025-12-10,Buffalo Milk,2,0,2969,3169
2025-12-11,Buffalo Milk,3,0,3169,3140
2025-12-12,Buffalo Milk,4,0,3140,2894
2025-12-13,Buffalo Milk,5,0,2894,2799
2025-12-14,Buffalo Milk,6,0,2799,2838
2025-12-15,Buffalo Milk,0,0,2838,3079
2025-12-16,Buffalo Milk,1,0,3079,2869
2025-12-17,Buffalo Milk,2,0,2869,2845
2025-12-18,Buffalo Milk,3,0,2845,2741
2025-12-19,Buffalo Milk,4,0,2741,2633
2025-12-20,Buffalo Milk,5,0,2633,2867
2025-12-21,Buffalo Milk,6,0,2867,3077
2025-12-22,Buffalo Milk,0,0,3077,3206
2025-12-23,Buffalo Milk,1,0,3206,3466
2025-12-24,Buffalo Milk,2,0,3466,3529
2025-12-25,Buffalo Milk,3,0,3529,3409
2025-12-26,Buffalo Milk,4,0,3409,3112
2025-12-27,Buffalo Milk,5,0,3112,2896
2025-12-28,Buffalo Milk,6,0,2896,2693
2025-12-29,Buffalo Milk,0,0,2693,2819
2025-12-30,Buffalo Milk,1,0,2819,2756
2025-12-31,Buffalo Milk,2,0,2756,2988
2026-01-01,Buffalo Milk,3,0,2988,2796
2026-01-02,Buffalo Milk,4,0,2796,2856
2026-01-03,Buffalo Milk,5,0,2856,2825
2026-01-04,Buffalo Milk,6,0,2825,3132
2026-01-05,Buffalo Milk,0,0,3132,3131
2026-01-06,Buffalo Milk,1,0,3131,2950
2026-01-07,Buffalo Milk,2,0,2950,2707
2026-01-08,Buffalo Milk,3,0,2707,2845
2026-01-09,Buffalo Milk,4,0,2845,2836
2026-01-10,Buffalo Milk,5,0,2836,3095
2026-01-11,Buffalo Milk,6,0,3095,2951
2026-01-12,Buffalo Milk,0,0,2951,3186
2026-01-13,Buffalo Milk,1,0,3186,2944
2026-01-14,Buffalo Milk,2,0,2944,3021
2026-01-15,Buffalo Milk,3,0,3021,2731
2026-01-16,Buffalo Milk,4,0,2731,2904
2026-01-17,Buffalo Milk,5,0,2904,3037
2026-01-18,Buffalo Milk,6,0,3037,3037
2026-01-19,Buffalo Milk,0,0,3037,3052
2026-01-20,Buffalo Milk,1,0,3052,3343
2026-01-21,Buffalo Milk,2,0,3343,3604
2026-01-22,Buffalo Milk,3,0,3604,3619
2026-01-23,Buffalo Milk,4,0,3619,3859
2026-01-24,Buffalo Milk,5,0,3859,3764
2026-01-25,Buffalo Milk,6,0,3764,3764
2026-01-26,Buffalo Milk,0,0,3764,3963
2026-01-27,Buffalo Milk,1,0,3963,3753
2026-01-28,Buffalo Milk,2,0,3753,3684
2026-01-29,Buffalo Milk,3,0,3684,3407
2026-01-30,Buffalo Milk,4,0,3407,3383
2026-01-31,Buffalo Milk,5,0,3383,3709
2026-02-01,Buffalo Milk,6,0,3709,3956
2026-02-02,Buffalo Milk,0,0,3956,3801
2026-02-03,Buffalo Milk,1,0,3801,3864
2026-02-04,Buffalo Milk,2,0,3864,3552
2026-02-05,Buffalo Milk,3,0,3552,3487
2026-02-06,Buffalo Milk,4,0,3487,3294
2026-02-07,Buffalo Milk,5,0,3294,3441
2026-02-08,Buffalo Milk,6,0,3441,3144
2026-02-09,Buffalo Milk,0,0,3144,3134
2026-02-10,Buffalo Milk,1,0,3134,3190
2026-02-11,Buffalo Milk,2,0,3190,3060
2026-02-12,Buffalo Milk,3,0,3060,3188
2026-02-13,Buffalo Milk,4,0,3188,3354
2026-02-14,Buffalo Milk,5,0,3354,3168
2026-02-15,Buffalo Milk,6,0,3168,3166
2026-02-16,Buffalo Milk,0,0,3166,2998
2026-02-17,Buffalo Milk,1,0,2998,2754
2026-02-18,Buffalo Milk,2,0,2754,2927
2026-02-19,Buffalo Milk,3,0,2927,2841
2026-02-20,Buffalo Milk,4,0,2841,2641
2026-02-21,Buffalo Milk,5,0,2641,2721
2026-02-22,Buffalo Milk,6,0,2721,2650
2026-02-23,Buffalo Milk,0,0,2650,2699
2026-02-24,Buffalo Milk,1,0,2699,2890
2026-02-25,Buffalo Milk,2,0,2890,2859
2026-02-26,Buffalo Milk,3,0,2859,3121
2026-02-27,Buffalo Milk,4,0,3121,2872
2026-02-28,Buffalo Milk,5,0,2872,2962
2026-03-01,Buffalo Milk,6,1,2962,3081
2026-03-02,Buffalo Milk,0,1,3081,3275
2026-03-03,Buffalo Milk,1,1,3275,3139
2026-03-04,Buffalo Milk,2,1,3139,3140
2026-03-05,Buffalo Milk,3,1,3140,2972
2026-03-06,Buffalo Milk,4,1,2972,2966
2026-03-07,Buffalo Milk,5,1,2966,2813
2026-03-08,Buffalo Milk,6,1,2813,2668
2026-03-09,Buffalo Milk,0,1,2668,2563
2026-03-10,Buffalo Milk,1,1,2563,2664
2026-03-11,Buffalo Milk,2,1,2664,2632
2026-03-12,Buffalo Milk,3,1,2632,2482
2026-03-13,Buffalo Milk,4,1,2482,2299
2026-03-14,Buffalo Milk,5,1,2299,2221
2026-03-15,Buffalo Milk,6,1,2221,2346
2025-03-16,Toned Milk,6,1,90,111
2025-03-17,Toned Milk,0,1,111,107
2025-03-18,Toned Milk,1,1,107,101
2025-03-19,Toned Milk,2,1,101,95
2025-03-20,Toned Milk,3,1,95,100
2025-03-21,Toned Milk,4,1,100,108
2025-03-22,Toned Milk,5,1,108,134
2025-03-23,Toned Milk,6,1,134,158
2025-03-24,Toned Milk,0,1,158,165
2025-03-25,Toned Milk,1,1,165,166
2025-03-26,Toned Milk,2,1,166,155
2025-03-27,Toned Milk,3,1,155,155
2025-03-28,Toned Milk,4,1,155,158
2025-03-29,Toned Milk,5,1,158,171
2025-03-30,Toned Milk,6,1,171,169
2025-03-31,Toned Milk,0,1,169,153
2025-04-01,Toned Milk,1,1,153,148
2025-04-02,Toned Milk,2,1,148,135
2025-04-03,Toned Milk,3,1,135,147
2025-04-04,Toned Milk,4,1,147,135
2025-04-05,Toned Milk,5,1,135,160
2025-04-06,Toned Milk,6,1,160,193
2025-04-07,Toned Milk,0,1,193,206
2025-04-08,Toned Milk,1,1,206,218
2025-04-09,Toned Milk,2,1,218,219
2025-04-10,Toned Milk,3,1,219,226
2025-04-11,Toned Milk,4,1,226,212
2025-04-12,Toned Milk,5,1,212,229
2025-04-13,Toned Milk,6,1,229,224
2025-04-14,Toned Milk,0,1,224,202
2025-04-15,Toned Milk,1,1,202,207
2025-04-16,Toned Milk,2,1,207,201
2025-04-17,Toned Milk,3,1,201,183
2025-04-18,Toned Milk,4,1,183,191
2025-04-19,Toned Milk,5,1,191,182
2025-04-20,Toned Milk,6,1,182,198
2025-04-21,Toned Milk,0,1,198,210
2025-04-22,Toned Milk,1,1,210,217
2025-04-23,Toned Milk,2,1,217,221
2025-04-24,Toned Milk,3,1,221,206
2025-04-25,Toned Milk,4,1,206,187
2025-04-26,Toned Milk,5,1,187,194
2025-04-27,Toned Milk,6,1,194,234
2025-04-28,Toned Milk,0,1,234,252
2025-04-29,Toned Milk,1,1,252,271
2025-04-30,Toned Milk,2,1,271,258
2025-05-01,Toned Milk,3,1,258,273
2025-05-02,Toned Milk,4,1,273,259
2025-05-03,Toned Milk,5,1,259,274
2025-05-04,Toned Milk,6,1,274,266
2025-05-05,Toned Milk,0,1,266,254
2025-05-06,Toned Milk,1,1,254,231
2025-05-07,Toned Milk,2,1,231,222
2025-05-08,Toned Milk,3,1,222,208
2025-05-09,Toned Milk,4,1,208,206
2025-05-10,Toned Milk,5,1,206,246
2025-05-11,Toned Milk,6,1,246,284
2025-05-12,Toned Milk,0,1,284,283
2025-05-13,Toned Milk,1,1,283,265
2025-05-14,Toned Milk,2,1,265,259
2025-05-15,Toned Milk,3,1,259,273
2025-05-16,Toned Milk,4,1,273,265
2025-05-17,Toned Milk,5,1,265,262
2025-05-18,Toned Milk,6,1,262,284
2025-05-19,Toned Milk,0,1,284,287
2025-05-20,Toned Milk,1,1,287,300
2025-05-21,Toned Milk,2,1,300,280
2025-05-22,Toned Milk,3,1,280,256
2025-05-23,Toned Milk,4,1,256,233
2025-05-24,Toned Milk,5,1,233,258
2025-05-25,Toned Milk,6,1,258,268
2025-05-26,Toned Milk,0,1,268,292
2025-05-27,Toned Milk,1,1,292,305
2025-05-28,Toned Milk,2,1,305,319
2025-05-29,Toned Milk,3,1,319,333
2025-05-30,Toned Milk,4,1,333,310
2025-05-31,Toned Milk,5,1,310,349
2025-06-01,Toned Milk,6,2,349,444
2025-06-02,Toned Milk,0,2,444,476
2025-06-03,Toned Milk,1,2,476,499
2025-06-04,Toned Milk,2,2,499,522
2025-06-05,Toned Milk,3,2,522,558
2025-06-06,Toned Milk,4,2,558,631
2025-06-07,Toned Milk,5,2,631,660
2025-06-08,Toned Milk,6,2,660,717
2025-06-09,Toned Milk,0,2,717,709
2025-06-10,Toned Milk,1,2,709,743
2025-06-11,Toned Milk,2,2,743,813
2025-06-12,Toned Milk,3,2,813,809
2025-06-13,Toned Milk,4,2,809,792
2025-06-14,Toned Milk,5,2,792,856
2025-06-15,Toned Milk,6,2,856,897
2025-06-16,Toned Milk,0,2,897,959
2025-06-17,Toned Milk,1,2,959,936
2025-06-18,Toned Milk,2,2,936,1009
2025-06-19,Toned Milk,3,2,1009,982
2025-06-20,Toned Milk,4,2,982,977
2025-06-21,Toned Milk,5,2,977,1068
2025-06-22,Toned Milk,6,2,1068,1101
2025-06-23,Toned Milk,0,2,1101,1208
2025-06-24,Toned Milk,1,2,1208,1233
2025-06-25,Toned Milk,2,2,1233,1196
2025-06-26,Toned Milk,3,2,1196,1334
2025-06-27,Toned Milk,4,2,1334,1417
2025-06-28,Toned Milk,5,2,1417,1502
2025-06-29,Toned Milk,6,2,1502,1623
2025-06-30,Toned Milk,0,2,1623,1553
2025-07-01,Toned Milk,1,2,1553,1632
2025-07-02,Toned Milk,2,2,1632,1633
2025-07-03,Toned Milk,3,2,1633,1805
2025-07-04,Toned Milk,4,2,1805,1684
2025-07-05,Toned Milk,5,2,1684,1650
2025-07-06,Toned Milk,6,2,1650,1604
2025-07-07,Toned Milk,0,2,1604,1472
2025-07-08,Toned Milk,1,2,1472,1596
2025-07-09,Toned Milk,2,2,1596,1495
2025-07-10,Toned Milk,3,2,1495,1665
2025-07-11,Toned Milk,4,2,1665,1589
2025-07-12,Toned Milk,5,2,1589,1542
2025-07-13,Toned Milk,6,2,1542,1735
2025-07-14,Toned Milk,0,2,1735,1882
2025-07-15,Toned Milk,1,2,1882,2066
2025-07-16,Toned Milk,2,2,2066,1999
2025-07-17,Toned Milk,3,2,1999,2194
2025-07-18,Toned Milk,4,2,2194,2081
2025-07-19,Toned Milk,5,2,2081,2010
2025-07-20,Toned Milk,6,2,2010,1972
2025-07-21,Toned Milk,0,2,1972,1966
2025-07-22,Toned Milk,1,2,1966,2061
2025-07-23,Toned Milk,2,2,2061,2049
2025-07-24,Toned Milk,3,2,2049,2061
2025-07-25,Toned Milk,4,2,2061,2159
2025-07-26,Toned Milk,5,2,2159,2170
2025-07-27,Toned Milk,6,2,2170,2028
2025-07-28,Toned Milk,0,2,2028,1930
2025-07-29,Toned Milk,1,2,1930,1973
2025-07-30,Toned Milk,2,2,1973,2120
2025-07-31,Toned Milk,3,2,2120,2203
2025-08-01,Toned Milk,4,2,2203,2131
2025-08-02,Toned Milk,5,2,2131,2208
2025-08-03,Toned Milk,6,2,2208,2033
2025-08-04,Toned Milk,0,2,2033,2005
2025-08-05,Toned Milk,1,2,2005,2053
2025-08-06,Toned Milk,2,2,2053,1903
2025-08-07,Toned Milk,3,2,1903,1998
2025-08-08,Toned Milk,4,2,1998,1952
2025-08-09,Toned Milk,5,2,1952,2077
2025-08-10,Toned Milk,6,2,2077,1947
2025-08-11,Toned Milk,0,2,1947,1842
2025-08-12,Toned Milk,1,2,1842,1938
2025-08-13,Toned Milk,2,2,1938,1895
2025-08-14,Toned Milk,3,2,1895,2030
2025-08-15,Toned Milk,4,2,2030,1978
2025-08-16,Toned Milk,5,2,1978,1997
2025-08-17,Toned Milk,6,2,1997,2191
2025-08-18,Toned Milk,0,2,2191,2134
2025-08-19,Toned Milk,1,2,2134,2070
2025-08-20,Toned Milk,2,2,2070,2180
2025-08-21,Toned Milk,3,2,2180,2298
2025-08-22,Toned Milk,4,2,2298,2448
2025-08-23,Toned Milk,5,2,2448,2437
2025-08-24,Toned Milk,6,2,2437,2690
2025-08-25,Toned Milk,0,2,2690,2896
2025-08-26,Toned Milk,1,2,2896,2970
2025-08-27,Toned Milk,2,2,2970,2974
2025-08-28,Toned Milk,3,2,2974,2764
2025-08-29,Toned Milk,4,2,2764,3027
2025-08-30,Toned Milk,5,2,3027,2856
2025-08-31,Toned Milk,6,2,2856,2900
2025-09-01,Toned Milk,0,3,2900,2980
2025-09-02,Toned Milk,1,3,2980,2728
2025-09-03,Toned Milk,2,3,2728,2478
2025-09-04,Toned Milk,3,3,2478,2481
2025-09-05,Toned Milk,4,3,2481,2669
2025-09-06,Toned Milk,5,3,2669,2603
2025-09-07,Toned Milk,6,3,2603,2478
2025-09-08,Toned Milk,0,3,2478,2305
2025-09-09,Toned Milk,1,3,2305,2393
2025-09-10,Toned Milk,2,3,2393,2406
2025-09-11,Toned Milk,3,3,2406,2536
2025-09-12,Toned Milk,4,3,2536,2635
2025-09-13,Toned Milk,5,3,2635,2536
2025-09-14,Toned Milk,6,3,2536,2369
2025-09-15,Toned Milk,0,3,2369,2501
2025-09-16,Toned Milk,1,3,2501,2360
2025-09-17,Toned Milk,2,3,2360,2530
2025-09-18,Toned Milk,3,3,2530,2310
2025-09-19,Toned Milk,4,3,2310,2404
2025-09-20,Toned Milk,5,3,2404,2497
2025-09-21,Toned Milk,6,3,2497,2266
2025-09-22,Toned Milk,0,3,2266,2221
2025-09-23,Toned Milk,1,3,2221,2421
2025-09-24,Toned Milk,2,3,2421,2409
2025-09-25,Toned Milk,3,3,2409,2373
2025-09-26,Toned Milk,4,3,2373,2239
2025-09-27,Toned Milk,5,3,2239,2386
2025-09-28,Toned Milk,6,3,2386,2405
2025-09-29,Toned Milk,0,3,2405,2178
2025-09-30,Toned Milk,1,3,2178,2288
2025-10-01,Toned Milk,2,3,2288,2367
2025-10-02,Toned Milk,3,3,2367,2300
2025-10-03,Toned Milk,4,3,2300,2210
2025-10-04,Toned Milk,5,3,2210,2326
2025-10-05,Toned Milk,6,3,2326,2465
2025-10-06,Toned Milk,0,3,2465,2345
2025-10-07,Toned Milk,1,3,2345,2291
2025-10-08,Toned Milk,2,3,2291,2211
2025-10-09,Toned Milk,3,3,2211,2390
2025-10-10,Toned Milk,4,3,2390,2610
2025-10-11,Toned Milk,5,3,2610,2845
2025-10-12,Toned Milk,6,3,2845,3091
2025-10-13,Toned Milk,0,3,3091,3044
2025-10-14,Toned Milk,1,3,3044,3109
2025-10-15,Toned Milk,2,3,3109,2867
2025-10-16,Toned Milk,3,3,2867,2703
2025-10-17,Toned Milk,4,3,2703,2773
2025-10-18,Toned Milk,5,3,2773,2562
2025-10-19,Toned Milk,6,3,2562,2325
2025-10-20,Toned Milk,0,3,2325,2258
2025-10-21,Toned Milk,1,3,2258,2094
2025-10-22,Toned Milk,2,3,2094,2160
2025-10-23,Toned Milk,3,3,2160,2200
2025-10-24,Toned Milk,4,3,2200,2278
2025-10-25,Toned Milk,5,3,2278,2248
2025-10-26,Toned Milk,6,3,2248,2480
2025-10-27,Toned Milk,0,3,2480,2517
2025-10-28,Toned Milk,1,3,2517,2548
2025-10-29,Toned Milk,2,3,2548,2439
2025-10-30,Toned Milk,3,3,2439,2356
2025-10-31,Toned Milk,4,3,2356,2264
2025-11-01,Toned Milk,5,3,2264,2125
2025-11-02,Toned Milk,6,3,2125,2304
2025-11-03,Toned Milk,0,3,2304,2403
2025-11-04,Toned Milk,1,3,2403,2201
2025-11-05,Toned Milk,2,3,2201,2130
2025-11-06,Toned Milk,3,3,2130,2039
2025-11-07,Toned Milk,4,3,2039,2170
2025-11-08,Toned Milk,5,3,2170,2104
2025-11-09,Toned Milk,6,3,2104,2228
2025-11-10,Toned Milk,0,3,2228,2216
2025-11-11,Toned Milk,1,3,2216,2347
2025-11-12,Toned Milk,2,3,2347,2400
2025-11-13,Toned Milk,3,3,2400,2517
2025-11-14,Toned Milk,4,3,2517,2420
2025-11-15,Toned Milk,5,3,2420,2492
2025-11-16,Toned Milk,6,3,2492,2293
2025-11-17,Toned Milk,0,3,2293,2298
2025-11-18,Toned Milk,1,3,2298,2489
2025-11-19,Toned Milk,2,3,2489,2341
2025-11-20,Toned Milk,3,3,2341,2268
2025-11-21,Toned Milk,4,3,2268,2420
2025-11-22,Toned Milk,5,3,2420,2524
2025-11-23,Toned Milk,6,3,2524,2725
2025-11-24,Toned Milk,0,3,2725,2871
2025-11-25,Toned Milk,1,3,2871,3095
2025-11-26,Toned Milk,2,3,3095,3313
2025-11-27,Toned Milk,3,3,3313,3504
2025-11-28,Toned Milk,4,3,3504,3382
2025-11-29,Toned Milk,5,3,3382,3300
2025-11-30,Toned Milk,6,3,3300,3584
2025-12-01,Toned Milk,0,0,3584,3385
2025-12-02,Toned Milk,1,0,3385,3565
2025-12-03,Toned Milk,2,0,3565,3790
2025-12-04,Toned Milk,3,0,3790,3563
2025-12-05,Toned Milk,4,0,3563,3763
2025-12-06,Toned Milk,5,0,3763,4144
2025-12-07,Toned Milk,6,0,4144,4285
2025-12-08,Toned Milk,0,0,4285,4163
2025-12-09,Toned Milk,1,0,4163,3822
2025-12-10,Toned Milk,2,0,3822,4024
2025-12-11,Toned Milk,3,0,4024,4273
2025-12-12,Toned Milk,4,0,4273,4406
2025-12-13,Toned Milk,5,0,4406,4634
2025-12-14,Toned Milk,6,0,4634,4734
2025-12-15,Toned Milk,0,0,4734,4538
2025-12-16,Toned Milk,1,0,4538,4653
2025-12-17,Toned Milk,2,0,4653,5022
2025-12-18,Toned Milk,3,0,5022,5375
2025-12-19,Toned Milk,4,0,5375,5210
2025-12-20,Toned Milk,5,0,5210,5617
2025-12-21,Toned Milk,6,0,5617,5624
2025-12-22,Toned Milk,0,0,5624,5291
2025-12-23,Toned Milk,1,0,5291,5581
2025-12-24,Toned Milk,2,0,5581,5158
2025-12-25,Toned Milk,3,0,5158,4702
2025-12-26,Toned Milk,4,0,4702,4796
2025-12-27,Toned Milk,5,0,4796,5033
2025-12-28,Toned Milk,6,0,5033,4675
2025-12-29,Toned Milk,0,0,4675,4741
2025-12-30,Toned Milk,1,0,4741,4427
2025-12-31,Toned Milk,2,0,4427,4468
2026-01-01,Toned Milk,3,0,4468,4500
2026-01-02,Toned Milk,4,0,4500,4680
2026-01-03,Toned Milk,5,0,4680,4677
2026-01-04,Toned Milk,6,0,4677,4480
2026-01-05,Toned Milk,0,0,4480,4121
2026-01-06,Toned Milk,1,0,4121,3942
2026-01-07,Toned Milk,2,0,3942,4320
2026-01-08,Toned Milk,3,0,4320,4286
2026-01-09,Toned Milk,4,0,4286,4171
2026-01-10,Toned Milk,5,0,4171,4572
2026-01-11,Toned Milk,6,0,4572,4282
2026-01-12,Toned Milk,0,0,4282,4171
2026-01-13,Toned Milk,1,0,4171,3859
2026-01-14,Toned Milk,2,0,3859,3807
2026-01-15,Toned Milk,3,0,3807,3979
2026-01-16,Toned Milk,4,0,3979,4316
2026-01-17,Toned Milk,5,0,4316,4563
2026-01-18,Toned Milk,6,0,4563,4406
2026-01-19,Toned Milk,0,0,4406,4772
2026-01-20,Toned Milk,1,0,4772,4804
2026-01-21,Toned Milk,2,0,4804,4678
2026-01-22,Toned Milk,3,0,4678,4558
2026-01-23,Toned Milk,4,0,4558,4622
2026-01-24,Toned Milk,5,0,4622,4414
2026-01-25,Toned Milk,6,0,4414,4248
2026-01-26,Toned Milk,0,0,4248,4486
2026-01-27,Toned Milk,1,0,4486,4606
2026-01-28,Toned Milk,2,0,4606,4404
2026-01-29,Toned Milk,3,0,4404,4640
2026-01-30,Toned Milk,4,0,4640,4576
2026-01-31,Toned Milk,5,0,4576,4351
2026-02-01,Toned Milk,6,0,4351,4432
2026-02-02,Toned Milk,0,0,4432,4360
2026-02-03,Toned Milk,1,0,4360,4482
2026-02-04,Toned Milk,2,0,4482,4311
2026-02-05,Toned Milk,3,0,4311,4040
2026-02-06,Toned Milk,4,0,4040,4007
2026-02-07,Toned Milk,5,0,4007,4287
2026-02-08,Toned Milk,6,0,4287,4698
2026-02-09,Toned Milk,0,0,4698,4974
2026-02-10,Toned Milk,1,0,4974,4639
2026-02-11,Toned Milk,2,0,4639,4775
2026-02-12,Toned Milk,3,0,4775,4300
2026-02-13,Toned Milk,4,0,4300,4684
2026-02-14,Toned Milk,5,0,4684,4476
2026-02-15,Toned Milk,6,0,4476,4339
2026-02-16,Toned Milk,0,0,4339,4183
2026-02-17,Toned Milk,1,0,4183,4310
2026-02-18,Toned Milk,2,0,4310,4369
2026-02-19,Toned Milk,3,0,4369,4065
2026-02-20,Toned Milk,4,0,4065,4267
2026-02-21,Toned Milk,5,0,4267,4420
2026-02-22,Toned Milk,6,0,4420,4888
2026-02-23,Toned Milk,0,0,4888,4513
2026-02-24,Toned Milk,1,0,4513,4535
2026-02-25,Toned Milk,2,0,4535,4558
2026-02-26,Toned Milk,3,0,4558,4786
2026-02-27,Toned Milk,4,0,4786,4640
2026-02-28,Toned Milk,5,0,4640,5015
2026-03-01,Toned Milk,6,1,5015,5378
2026-03-02,Toned Milk,0,1,5378,5151
2026-03-03,Toned Milk,1,1,5151,5389
2026-03-04,Toned Milk,2,1,5389,5310
2026-03-05,Toned Milk,3,1,5310,5165
2026-03-06,Toned Milk,4,1,5165,5267
2026-03-07,Toned Milk,5,1,5267,5748
2026-03-08,Toned Milk,6,1,5748,5211
2026-03-09,Toned Milk,0,1,5211,5312
2026-03-10,Toned Milk,1,1,5312,5505
2026-03-11,Toned Milk,2,1,5505,5723
2026-03-12,Toned Milk,3,1,5723,5809
2026-03-13,Toned Milk,4,1,5809,5426
2026-03-14,Toned Milk,5,1,5426,4912
2026-03-15,Toned Milk,6,1,4912,5108
2025-03-16,Double Toned Milk,6,1,25,49
2025-03-17,Double Toned Milk,0,1,49,46
2025-03-18,Double Toned Milk,1,1,46,50
2025-03-19,Double Toned Milk,2,1,50,45
2025-03-20,Double Toned Milk,3,1,45,44
2025-03-21,Double Toned Milk,4,1,44,45
2025-03-22,Double Toned Milk,5,1,45,75
2025-03-23,Double Toned Milk,6,1,75,109
2025-03-24,Double Toned Milk,0,1,109,107
2025-03-25,Double Toned Milk,1,1,107,100
2025-03-26,Double Toned Milk,2,1,100,108
2025-03-27,Double Toned Milk,3,1,108,114
2025-03-28,Double Toned Milk,4,1,114,121
2025-03-29,Double Toned Milk,5,1,121,138
2025-03-30,Double Toned Milk,6,1,138,157
2025-03-31,Double Toned Milk,0,1,157,146
2025-04-01,Double Toned Milk,1,1,146,160
2025-04-02,Double Toned Milk,2,1,160,173
2025-04-03,Double Toned Milk,3,1,173,187
2025-04-04,Double Toned Milk,4,1,187,175
2025-04-05,Double Toned Milk,5,1,175,208
2025-04-06,Double Toned Milk,6,1,208,243
2025-04-07,Double Toned Milk,0,1,243,232
2025-04-08,Double Toned Milk,1,1,232,244
2025-04-09,Double Toned Milk,2,1,244,253
2025-04-10,Double Toned Milk,3,1,253,263
2025-04-11,Double Toned Milk,4,1,263,275
2025-04-12,Double Toned Milk,5,1,275,305
2025-04-13,Double Toned Milk,6,1,305,315
2025-04-14,Double Toned Milk,0,1,315,298
2025-04-15,Double Toned Milk,1,1,298,312
2025-04-16,Double Toned Milk,2,1,312,296
2025-04-17,Double Toned Milk,3,1,296,282
2025-04-18,Double Toned Milk,4,1,282,309
2025-04-19,Double Toned Milk,5,1,309,313
2025-04-20,Double Toned Milk,6,1,313,322
2025-04-21,Double Toned Milk,0,1,322,311
2025-04-22,Double Toned Milk,1,1,311,314
2025-04-23,Double Toned Milk,2,1,314,314
2025-04-24,Double Toned Milk,3,1,314,329
2025-04-25,Double Toned Milk,4,1,329,298
2025-04-26,Double Toned Milk,5,1,298,323
2025-04-27,Double Toned Milk,6,1,323,356
2025-04-28,Double Toned Milk,0,1,356,385
2025-04-29,Double Toned Milk,1,1,385,380
2025-04-30,Double Toned Milk,2,1,380,348
2025-05-01,Double Toned Milk,3,1,348,369
2025-05-02,Double Toned Milk,4,1,369,390
2025-05-03,Double Toned Milk,5,1,390,443
2025-05-04,Double Toned Milk,6,1,443,479
2025-05-05,Double Toned Milk,0,1,479,471
2025-05-06,Double Toned Milk,1,1,471,495
2025-05-07,Double Toned Milk,2,1,495,454
2025-05-08,Double Toned Milk,3,1,454,486
2025-05-09,Double Toned Milk,4,1,486,529
2025-05-10,Double Toned Milk,5,1,529,562
2025-05-11,Double Toned Milk,6,1,562,525
2025-05-12,Double Toned Milk,0,1,525,509
2025-05-13,Double Toned Milk,1,1,509,559
2025-05-14,Double Toned Milk,2,1,559,602
